,titulo,provincia,localidad,distrito,tipovivienda,precio,metros,habitaciones,baños,planta,ascensor,exterior,equipada,amueblada,orientacion,anyoconstruccion,garaje,terraza,calefaccion,aireacondicionado,created_at,updated_at
119,Alquiler de Piso en calle de Ciudad Real,Madrid,Delicias Madrid,arganzuela,Piso,2406,65,2.0,1.0,1.0,1.0,,0,0,,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
120,Alquiler de Piso en calle de Martín de Vargas,Madrid,Acacias Madrid,arganzuela,Piso,1299,91,3.0,2.0,2.0,1.0,0.0,1,1,,1990.0,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
121,Alquiler de Piso en Palos de Moguer,Madrid,Arganzuela Madrid,arganzuela,Piso,1700,117,3.0,1.0,1.0,1.0,1.0,1,1,"norte, oeste",1900.0,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
122,Alquiler de Piso en calle de Segovia,Madrid,Imperial Madrid,arganzuela,Piso,1100,35,1.0,1.0,2.0,0.0,1.0,1,1,,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
123,Alquiler de Piso en calle de Ciudad Real,Madrid,Delicias Madrid,arganzuela,Piso,2406,65,2.0,1.0,1.0,1.0,,0,0,,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
124,Alquiler de Piso en calle de Aldea del Fresno,Madrid,Chopera Madrid,arganzuela,Piso,975,48,2.0,1.0,0.0,1.0,1.0,1,0,,1940.0,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
125,Alquiler de Piso en Palos de Moguer,Madrid,Arganzuela Madrid,arganzuela,Piso,1700,117,3.0,1.0,1.0,1.0,1.0,1,1,"norte, oeste",1900.0,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
126,Alquiler de Piso en paseo de la Chopera,Madrid,Chopera Madrid,arganzuela,Piso,1300,91,3.0,1.0,6.0,1.0,1.0,0,0,"norte, oeste",1960.0,0,1,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
127,"Alquiler de Estudio en paseo Imperial, 39",Madrid,Imperial Madrid,arganzuela,Estudio,1100,42,,1.0,1.0,1.0,1.0,1,1,oeste,2020.0,1,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
128,Alquiler de Piso en Canaria,Madrid,Palos de Moguer Madrid,arganzuela,Piso,1300,50,3.0,1.0,0.0,1.0,0.0,1,1,,,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
129,Alquiler de Piso en paseo de la Chopera,Madrid,Chopera Madrid,arganzuela,Piso,1300,109,3.0,2.0,2.0,1.0,1.0,0,0,"norte, este",1960.0,0,1,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
130,Alquiler de Piso en calle de Ercilla,Madrid,Acacias Madrid,arganzuela,Piso,850,38,1.0,1.0,1.0,1.0,0.0,1,1,este,,0,0,central,0,2023-06-03 09:29:50,2023-06-03 09:29:50
131,Alquiler de Piso en paseo de la Chopera,Madrid,Chopera Madrid,arganzuela,Piso,1300,99,3.0,1.0,3.0,1.0,1.0,1,1,"norte, sur",1960.0,0,0,central,0,2023-06-03 09:29:50,2023-06-03 09:29:50
132,Alquiler de Piso en paseo de la Chopera,Madrid,Chopera Madrid,arganzuela,Piso,1700,92,3.0,2.0,8.0,1.0,1.0,1,0,,,0,1,central,0,2023-06-03 09:29:50,2023-06-03 09:29:50
133,Alquiler de Piso en calle de Palos de la Frontera,Madrid,Palos de Moguer Madrid,arganzuela,Piso,1000,55,1.0,1.0,3.0,1.0,0.0,1,1,,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
134,Alquiler de Piso en calle del Labrador,Madrid,Acacias Madrid,arganzuela,Piso,1100,55,1.0,1.0,1.0,1.0,1.0,1,0,oeste,,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
135,Alquiler de Ático en paseo de Juan Antonio Vallejo-Nájera Botas,Madrid,Acacias Madrid,arganzuela,Ático,1500,77,1.0,1.0,7.0,1.0,1.0,1,1,sur,,0,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
136,Alquiler de Piso en Juan Duque,Madrid,Imperial Madrid,arganzuela,Piso,900,40,1.0,1.0,3.0,1.0,1.0,1,1,oeste,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
137,Alquiler de Piso en calle de Segovia,Madrid,Imperial Madrid,arganzuela,Piso,2300,108,3.0,3.0,0.0,1.0,0.0,1,1,,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
138,Alquiler de Piso en calle de Segovia,Madrid,Imperial Madrid,arganzuela,Piso,2100,90,2.0,3.0,0.0,1.0,1.0,1,1,,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
139,"Alquiler de Piso en calle Eros, Madrid",Madrid,Legazpi Madrid,arganzuela,Piso,1195,60,1.0,1.0,8.0,1.0,1.0,1,0,oeste,,1,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
140,"Alquiler de Piso en calle Eros, Madrid",Madrid,Legazpi Madrid,arganzuela,Piso,1195,60,1.0,1.0,8.0,1.0,1.0,1,0,oeste,,1,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
141,Alquiler de Piso en Chopera,Madrid,Arganzuela Madrid,arganzuela,Piso,1500,90,3.0,1.0,5.0,1.0,1.0,1,0,,,0,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
142,Alquiler de Piso en calle Jemenuño,Madrid,Imperial Madrid,arganzuela,Piso,1470,95,2.0,2.0,3.0,1.0,1.0,1,1,,,1,1,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
143,"Alquiler de Piso en paseo de las Delicias, 7",Madrid,Palos de Moguer Madrid,arganzuela,Piso,980,50,2.0,1.0,1.0,1.0,0.0,1,1,"sur, este",,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
144,Alquiler de Piso en calle de Aldea del Fresno,Madrid,Chopera Madrid,arganzuela,Piso,950,51,2.0,1.0,2.0,1.0,1.0,1,0,,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
145,"Alquiler de Piso en calle Jesús Goldero, 9",Madrid,Legazpi Madrid,arganzuela,Piso,1000,70,3.0,1.0,3.0,1.0,1.0,1,1,"este, oeste",,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
146,Alquiler de Piso en calle del Ferrocarril,Madrid,Delicias Madrid,arganzuela,Piso,1600,115,4.0,2.0,3.0,1.0,1.0,0,0,norte,1958.0,0,1,central,0,2023-06-03 09:29:50,2023-06-03 09:29:50
147,Alquiler de Estudio en paseo de los Olmos,Madrid,Acacias Madrid,arganzuela,Estudio,1748,30,,1.0,1.0,0.0,,0,0,,,1,0,0,0,2023-06-03 09:29:50,2023-06-03 09:29:50
148,Alquiler de Piso en calle de Sebastián Elcano,Madrid,Palos de Moguer Madrid,arganzuela,Piso,2295,80,2.0,1.0,3.0,1.0,,1,1,,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
149,Alquiler de Estudio en calle del General Lacy,Madrid,Palos de Moguer Madrid,arganzuela,Estudio,2000,28,,1.0,1.0,0.0,,1,1,,,0,0,0,0,2023-06-03 09:29:50,2023-06-03 09:29:50
150,Alquiler de Piso en calle de las Delicias,Madrid,Palos de Moguer Madrid,arganzuela,Piso,2200,100,4.0,2.0,3.0,1.0,1.0,1,1,"norte, este",1920.0,0,1,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
151,Alquiler de Piso en calle de Juan Duque,Madrid,Imperial Madrid,arganzuela,Piso,1867,90,2.0,1.0,5.0,1.0,,1,1,,,1,0,0,0,2023-06-03 09:29:50,2023-06-03 09:29:50
152,Alquiler de Piso en calle de Cáceres,Madrid,Delicias Madrid,arganzuela,Piso,875,45,1.0,1.0,3.0,1.0,1.0,1,1,"sur, este",,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
153,Alquiler de Piso en calle del Ferrocarril,Madrid,Delicias Madrid,arganzuela,Piso,2600,60,2.0,1.0,1.0,0.0,,1,1,,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
154,Alquiler de Piso en calle de Julián Rabanedo,Madrid,Legazpi Madrid,arganzuela,Piso,2200,70,2.0,2.0,2.0,1.0,,1,1,,,1,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
155,Alquiler de Piso en calle de Juan Duque,Madrid,Imperial Madrid,arganzuela,Piso,1867,90,2.0,1.0,5.0,1.0,,1,1,,,1,0,0,0,2023-06-03 09:29:50,2023-06-03 09:29:50
156,Alquiler de Piso en calle de Embajadores,Madrid,Acacias Madrid,arganzuela,Piso,1300,81,3.0,1.0,6.0,1.0,1.0,1,0,norte,,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
157,Alquiler de Piso en calle de Martín de Vargas,Madrid,Acacias Madrid,arganzuela,Piso,1500,92,3.0,1.0,2.0,1.0,1.0,1,1,este,,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
158,"Alquiler de Piso en paseo de la Chopera, 63",Madrid,Chopera Madrid,arganzuela,Piso,1350,52,3.0,1.0,2.0,1.0,1.0,1,1,,1920.0,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
159,Alquiler de Piso en calle Fernando Poo,Madrid,Chopera Madrid,arganzuela,Piso,1100,65,2.0,1.0,4.0,1.0,1.0,1,0,"sur, oeste",,0,1,central,0,2023-06-03 09:29:50,2023-06-03 09:29:50
160,Alquiler de Piso en Batalla Del Salado,Madrid,Palos de Moguer Madrid,arganzuela,Piso,1450,95,3.0,1.0,5.0,1.0,1.0,1,0,este,,0,1,central,0,2023-06-03 09:29:50,2023-06-03 09:29:50
161,Alquiler de Piso en Laurel,Madrid,Acacias Madrid,arganzuela,Piso,1000,55,1.0,1.0,3.0,1.0,1.0,1,1,oeste,,0,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
162,"Alquiler de Piso en Eros, 7",Madrid,Legazpi Madrid,arganzuela,Piso,1199,60,1.0,1.0,9.0,1.0,1.0,1,1,oeste,,1,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
163,Alquiler de Piso en Palos De La Frontera,Madrid,Palos de Moguer Madrid,arganzuela,Piso,800,40,1.0,1.0,4.0,1.0,0.0,1,0,este,1945.0,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
164,Alquiler de Ático en Delicias,Madrid,Arganzuela Madrid,arganzuela,Ático,2200,127,3.0,2.0,6.0,1.0,1.0,1,0,sur,,1,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
165,Alquiler de Ático en Delicias,Madrid,Arganzuela Madrid,arganzuela,Ático,2200,117,3.0,2.0,9.0,1.0,1.0,1,0,"este, oeste",,1,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
166,Alquiler de Piso en Imperial,Madrid,Arganzuela Madrid,arganzuela,Piso,2900,100,1.0,1.0,2.0,0.0,1.0,1,1,,1900.0,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
167,"Alquiler de Piso en calle del General Lacy, 42",Madrid,Palos de Moguer Madrid,arganzuela,Piso,1900,95,2.0,2.0,1.0,1.0,1.0,1,1,este,,0,1,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
168,"Alquiler de Piso en calle de las Naves, 19",Madrid,Acacias Madrid,arganzuela,Piso,1400,75,2.0,1.0,1.0,1.0,1.0,1,1,,,1,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
169,"Alquiler de Piso en calle Delicias, 19",Madrid,Palos de Moguer Madrid,arganzuela,Piso,1100,60,2.0,1.0,0.0,1.0,0.0,1,1,,,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
170,"Alquiler de Piso en calle Méndez Álvaro, 66",Madrid,Delicias Madrid,arganzuela,Piso,1375,90,3.0,2.0,7.0,1.0,1.0,1,0,"sur, oeste",,1,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
171,Alquiler de Piso en calle de Embajadores,Madrid,Palos de Moguer Madrid,arganzuela,Piso,995,65,1.0,1.0,3.0,1.0,1.0,0,0,,,0,1,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
172,"Alquiler de Estudio en calle de Canarias, 38",Madrid,Palos de Moguer Madrid,arganzuela,Estudio,600,20,,1.0,6.0,1.0,0.0,1,1,,,0,0,0,0,2023-06-03 09:29:50,2023-06-03 09:29:50
173,"Alquiler de Piso en calle de Juan Duque, 32",Madrid,Imperial Madrid,arganzuela,Piso,1250,80,3.0,1.0,3.0,1.0,1.0,1,1,este,,0,1,central,0,2023-06-03 09:29:50,2023-06-03 09:29:50
174,"Alquiler de Piso en paseo de la Chopera, 5 x",Madrid,Chopera Madrid,arganzuela,Piso,950,52,2.0,1.0,1.0,0.0,1.0,1,0,sur,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
175,"Alquiler de Piso en calle de Cobos de Segovia, 19",Madrid,Imperial Madrid,arganzuela,Piso,920,57,1.0,1.0,5.0,1.0,1.0,1,1,este,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
176,"Alquiler de Piso en calle de las Nebulosas, 10",Madrid,Delicias Madrid,arganzuela,Piso,1950,158,3.0,2.0,0.0,1.0,0.0,1,0,sur,,1,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
177,"Alquiler de Piso en calle de Juan Duque, 32",Madrid,Imperial Madrid,arganzuela,Piso,1250,80,3.0,1.0,3.0,1.0,1.0,1,1,este,,0,1,central,0,2023-06-03 09:29:50,2023-06-03 09:29:50
178,"Alquiler de Piso en ronda de Atocha, 5",Madrid,Palos de Moguer Madrid,arganzuela,Piso,1600,89,3.0,1.0,2.0,1.0,1.0,1,0,,,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
179,"Alquiler de Piso en calle de Sangarcía, 5",Madrid,Imperial Madrid,arganzuela,Piso,1100,65,1.0,1.0,1.0,1.0,1.0,1,1,,,1,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
180,"Alquiler de Piso en calle Cigarreras, 8",Madrid,Acacias Madrid,arganzuela,Piso,1300,70,2.0,1.0,1.0,1.0,1.0,1,0,norte,,1,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
181,Alquiler de Piso en Peñuelas,Madrid,Acacias Madrid,arganzuela,Piso,1400,90,3.0,2.0,2.0,1.0,0.0,1,1,,1961.0,0,0,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
182,"Alquiler de Piso en paseo de la Chopera, 5 x",Madrid,Chopera Madrid,arganzuela,Piso,950,52,2.0,1.0,1.0,0.0,1.0,1,0,sur,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
183,Alquiler de Piso en Imperial,Madrid,Arganzuela Madrid,arganzuela,Piso,1470,91,2.0,1.0,3.0,1.0,,0,0,,,0,0,0,0,2023-06-03 09:29:50,2023-06-03 09:29:50
184,Alquiler de Piso en General Lacy,Madrid,Palos de Moguer Madrid,arganzuela,Piso,1100,70,2.0,1.0,5.0,1.0,1.0,1,1,oeste,,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
185,"Alquiler de Piso en calle del General Lacy, 8",Madrid,Palos de Moguer Madrid,arganzuela,Piso,1450,92,5.0,1.0,3.0,1.0,1.0,1,1,este,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
186,Alquiler de Piso en Imperial,Madrid,Arganzuela Madrid,arganzuela,Piso,1300,80,2.0,1.0,1.0,1.0,1.0,1,0,,1956.0,0,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
187,"Alquiler de Piso en calle Ancora, 36",Madrid,Palos de Moguer Madrid,arganzuela,Piso,1480,90,3.0,1.0,1.0,1.0,1.0,1,0,norte,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
188,"Alquiler de Piso en calle de las Peñuelas, 38",Madrid,Acacias Madrid,arganzuela,Piso,2300,140,4.0,2.0,7.0,1.0,1.0,1,0,este,,0,0,central,0,2023-06-03 09:29:50,2023-06-03 09:29:50
189,"Alquiler de Piso en paseo de las Delicias, 65",Madrid,Delicias Madrid,arganzuela,Piso,1500,130,4.0,2.0,6.0,1.0,1.0,1,1,sur,,0,0,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
190,Alquiler de Piso en calle de las Delicias,Madrid,Palos de Moguer Madrid,arganzuela,Piso,975,70,2.0,1.0,0.0,1.0,1.0,1,1,,,0,0,0,0,2023-06-03 09:29:50,2023-06-03 09:29:50
191,"Alquiler de Piso en ronda De valencia, 9",Madrid,Palos de Moguer Madrid,arganzuela,Piso,815,35,1.0,1.0,4.0,1.0,1.0,1,1,,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
192,"Alquiler de Piso en calle de Ercilla, 48",Madrid,Acacias Madrid,arganzuela,Piso,1100,78,3.0,1.0,2.0,1.0,1.0,1,1,"norte, este",,0,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
193,"Alquiler de Piso en calle de Embajadores, 151",Madrid,Delicias Madrid,arganzuela,Piso,1500,94,2.0,1.0,1.0,1.0,1.0,1,0,"norte, oeste",,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
194,"Alquiler de Piso en calle de Canarias, 80",Madrid,Palos de Moguer Madrid,arganzuela,Piso,1900,136,4.0,2.0,4.0,1.0,1.0,1,0,sur,,1,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
195,Alquiler de Piso en ronda de Atocha,Madrid,Palos de Moguer Madrid,arganzuela,Piso,1150,55,1.0,1.0,,0.0,0.0,1,1,,1910.0,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
196,Alquiler de Piso en calle Fernando Poo,Madrid,Chopera Madrid,arganzuela,Piso,1100,65,2.0,1.0,4.0,1.0,1.0,1,0,"sur, oeste",1965.0,0,1,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
197,"Alquiler de Piso en calle de Julián Rabanedo, 52",Madrid,Legazpi Madrid,arganzuela,Piso,1800,110,3.0,2.0,3.0,1.0,1.0,1,1,"este, oeste",,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
198,"Alquiler de Piso en plaza beata maría ana de jesus, 2",Madrid,Delicias Madrid,arganzuela,Piso,1500,81,3.0,1.0,5.0,1.0,1.0,1,0,"sur, este",,0,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
199,Alquiler de Piso en plaza de la Beata María Ana de Jesús,Madrid,Chopera Madrid,arganzuela,Piso,1550,81,3.0,1.0,5.0,1.0,1.0,1,1,"sur, este",1935.0,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
200,Alquiler de Piso en Imperial,Madrid,Arganzuela Madrid,arganzuela,Piso,1200,60,1.0,1.0,2.0,1.0,1.0,1,0,,,1,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
201,Alquiler de Piso en calle de Martín de Vargas,Madrid,Acacias Madrid,arganzuela,Piso,1950,119,4.0,2.0,4.0,1.0,1.0,1,0,"sur, este",1978.0,1,0,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
202,Alquiler de Piso en ronda de Toledo,Madrid,Acacias Madrid,arganzuela,Piso,2496,68,2.0,1.0,6.0,1.0,,1,1,,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
203,Alquiler de Piso en paseo de los Olmos,Madrid,Acacias Madrid,arganzuela,Piso,1368,40,1.0,1.0,1.0,0.0,,1,1,,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
204,Alquiler de Piso en Chopera,Madrid,Arganzuela Madrid,arganzuela,Piso,1700,115,4.0,2.0,8.0,1.0,1.0,0,0,sur,,0,1,central,0,2023-06-03 09:29:50,2023-06-03 09:29:50
205,Alquiler de Piso en paseo de la Esperanza,Madrid,Acacias Madrid,arganzuela,Piso,950,45,1.0,1.0,5.0,1.0,0.0,1,1,norte,,1,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
206,Alquiler de Piso en calle de Santa Casilda,Madrid,Imperial Madrid,arganzuela,Piso,1695,60,1.0,1.0,1.0,1.0,,1,1,,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
207,"Alquiler de Piso en paseo de los Melancólicos, 75",Madrid,Imperial Madrid,arganzuela,Piso,1800,110,3.0,2.0,1.0,1.0,1.0,1,0,,,1,1,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
208,Alquiler de Piso en calle de Toledo,Madrid,Acacias Madrid,arganzuela,Piso,1400,67,2.0,1.0,5.0,1.0,1.0,1,1,"norte, oeste",1965.0,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
209,Alquiler de Piso en paseo de la Esperanza,Madrid,Acacias Madrid,arganzuela,Piso,1100,58,2.0,1.0,2.0,0.0,0.0,1,0,,,0,0,0,0,2023-06-03 09:29:50,2023-06-03 09:29:50
210,"Alquiler de Estudio en calle Toledo, 129",Madrid,Acacias Madrid,arganzuela,Estudio,1000,40,,1.0,3.0,0.0,0.0,1,1,oeste,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
211,Alquiler de Piso en calle del Labrador,Madrid,Acacias Madrid,arganzuela,Piso,1100,55,2.0,1.0,1.0,1.0,1.0,1,0,oeste,1930.0,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
212,Alquiler de Piso en paseo de la Chopera,Madrid,Chopera Madrid,arganzuela,Piso,1300,91,3.0,1.0,6.0,1.0,1.0,1,0,,1960.0,0,0,central,0,2023-06-03 09:29:50,2023-06-03 09:29:50
213,"Alquiler de Piso en Palos de la Frontera, 36",Madrid,Palos de Moguer Madrid,arganzuela,Piso,800,50,1.0,1.0,4.0,1.0,0.0,1,0,este,,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
214,Alquiler de Piso en calle Gil Imón,Madrid,Imperial Madrid,arganzuela,Piso,2100,150,4.0,2.0,5.0,1.0,1.0,1,1,oeste,,0,1,central,0,2023-06-03 09:29:50,2023-06-03 09:29:50
215,Alquiler de Piso en calle Algete,Madrid,Legazpi Madrid,arganzuela,Piso,1600,120,3.0,2.0,3.0,1.0,1.0,1,0,,2008.0,1,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
216,Alquiler de Piso en Delicias,Madrid,Arganzuela Madrid,arganzuela,Piso,2200,138,7.0,2.0,1.0,1.0,1.0,0,0,,,1,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
217,Alquiler de Piso en ronda de Valencia,Madrid,Palos de Moguer Madrid,arganzuela,Piso,850,42,1.0,1.0,4.0,1.0,1.0,1,1,,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
218,Alquiler de Piso en calle de Embajadores,Madrid,Palos de Moguer Madrid,arganzuela,Piso,1700,100,3.0,2.0,1.0,1.0,1.0,0,0,,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
219,Alquiler de Piso en ronda de Valencia,Madrid,Palos de Moguer Madrid,arganzuela,Piso,850,42,1.0,1.0,4.0,1.0,1.0,1,1,,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
220,"Alquiler de Piso en calle de Embajadores, 158",Madrid,Chopera Madrid,arganzuela,Piso,800,40,1.0,1.0,0.0,1.0,0.0,1,1,,,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
221,Alquiler de Piso en calle de Fray Luis de León,Madrid,Palos de Moguer Madrid,arganzuela,Piso,2300,40,1.0,1.0,1.0,1.0,,0,0,,,0,0,0,0,2023-06-03 09:29:50,2023-06-03 09:29:50
222,"Alquiler de Piso en calle de las Delicias, 24",Madrid,Palos de Moguer Madrid,arganzuela,Piso,875,52,2.0,1.0,2.0,1.0,0.0,1,1,,,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
223,"Alquiler de Piso en calle ercilla, 19",Madrid,Acacias Madrid,arganzuela,Piso,1200,60,2.0,1.0,5.0,1.0,1.0,1,1,,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
224,Alquiler de Piso en paseo de la Chopera,Madrid,Chopera Madrid,arganzuela,Piso,1300,76,3.0,1.0,6.0,1.0,1.0,1,0,"sur, este",,0,1,central,0,2023-06-03 09:29:50,2023-06-03 09:29:50
225,"Alquiler de Piso en calle de Bernardino Obregón, 4",Madrid,Palos de Moguer Madrid,arganzuela,Piso,1400,85,2.0,1.0,1.0,1.0,0.0,1,0,,,1,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
226,"Alquiler de Piso en paseo de los Olmos, 13",Madrid,Acacias Madrid,arganzuela,Piso,1900,129,4.0,2.0,2.0,1.0,1.0,1,0,,,1,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
227,Alquiler de Piso en calle de la Ribera de Curtidores,Madrid,Acacias Madrid,arganzuela,Piso,2800,98,2.0,2.0,2.0,1.0,,1,1,,,0,0,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
228,Alquiler de Piso en paseo de las Delicias,Madrid,Delicias Madrid,arganzuela,Piso,2075,130,3.0,1.0,5.0,1.0,,1,1,,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
229,"Alquiler de Piso en calle de Palos de la Frontera, 16",Madrid,Palos de Moguer Madrid,arganzuela,Piso,1350,70,1.0,1.0,1.0,1.0,1.0,1,1,,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
230,Alquiler de Piso en Acacias,Madrid,Arganzuela Madrid,arganzuela,Piso,790,31,1.0,1.0,2.0,1.0,0.0,1,1,,1940.0,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
231,"Alquiler de Piso en calle de las Peñuelas, 18",Madrid,Acacias Madrid,arganzuela,Piso,1400,95,3.0,2.0,2.0,1.0,0.0,1,1,,,0,0,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
232,"Alquiler de Piso en calle de José Miguel Gordoa, 12",Madrid,Chopera Madrid,arganzuela,Piso,1150,53,2.0,1.0,3.0,1.0,1.0,1,0,,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
233,Alquiler de Estudio en calle de Ciudad Real,Madrid,Delicias Madrid,arganzuela,Estudio,1138,30,,1.0,2.0,0.0,,1,1,,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
234,Alquiler de Piso en plaza de Rutilio Gacís,Madrid,Chopera Madrid,arganzuela,Piso,2430,130,3.0,2.0,2.0,1.0,,1,1,,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
235,"Alquiler de Piso en glorieta Embajadores, 8",Madrid,Acacias Madrid,arganzuela,Piso,850,35,2.0,1.0,2.0,1.0,0.0,1,1,,,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
236,"Alquiler de Piso en plaza de la Beata María Ana de Jesús, 9",Madrid,Chopera Madrid,arganzuela,Piso,820,49,1.0,1.0,3.0,1.0,1.0,1,0,,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
237,"Alquiler de Piso en calle de Murcia, 11",Madrid,Palos de Moguer Madrid,arganzuela,Piso,1675,110,3.0,2.0,6.0,1.0,1.0,1,1,sur,,0,0,central,0,2023-06-03 09:29:50,2023-06-03 09:29:50
238,"Alquiler de Piso en calle Tarragona, 8",Madrid,Palos de Moguer Madrid,arganzuela,Piso,1399,70,3.0,1.0,6.0,1.0,0.0,1,1,este,,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
